news_context,label,category,source_type,news_id,generated_at,meta_intent,meta_style
सभी स्कूलहरूमा नकारात्मक परीक्षणको प्रयोग गरिने घोषणा गरियो। यो दाबीको आधार अस्पष्ट छ।,1,education,social_media,NP_0039749,2026-01-26T15:01:26.762224,misleading,sensational
"काठमाडौँमा चोरीको घटना घट्यो। १००,००० रुपैयाँको मूल्यको सामान चोरी भएको रिपोर्ट गरियो।",0,crime,news_agency,NP_0039750,2026-01-26T15:01:26.762228,informative,formal
सभी पुलिसहरूलाई गुमनाम रूपमा हत्या गर्ने योजना बनाइएको घोषणा गरियो। यो दाबीको आधार अस्पष्ट छ।,1,crime,social_media,NP_0039751,2026-01-26T15:01:26.762233,misleading,sensational
नेपालमा भूकम्पको चेतावनी जारी गरियो। ७.० भन्दा माथि तीव्रता हुने सम्भावना रहेको छ।,0,disaster,official_website,NP_0039752,2026-01-26T15:01:26.762237,informative,formal
सभी भूकम्पहरूलाई रोक्ने जादुई औषधि खोजिएको घोषणा गरियो। यो दाबीको आधार अस्पष्ट छ।,1,disaster,social_media,NP_0039753,2026-01-26T15:01:26.762242,misleading,sensational
"प्रधानमन्त्री दीनेश्वर कुमारीले आजको प्रेस विज्ञप्तिमा घोषणा गरे कि सरकारले २०२६ को आर्थिक वर्षको लागि नयाँ रोजगार सृजन कार्यक्रम सुरु गर्नेछ, जसमा १० लाख भन्दा बढी युवाहरूलाई रोजगारीका अवसरहरू उपलब्ध गराउने योजना छ।",0,politics,government_press_release,NP_0039754,2026-01-26T15:01:38.091045,informative,formal
"सामाजिक सञ्जालमा फैलिएको अफवाह अनुसार, विदेशी सरकारहरूले नेपाल सरकारलाई कब्जा गर्ने योजना बनाएका छन् र आगामी महिनामा गुप्त रूपमा सैन्य अभियान आरम्भ गर्नेछन्।",1,politics,social_media,NP_0039755,2026-01-26T15:01:38.091060,misleading,sensational
"नेपाल बैंकिङ् संघले प्रकाशित गरेको रिपोर्टमा २०२५ को चौथो त्रैमासिकमा नेपालको GDP ६% वृद्धि भएको पुष्टि गरेको छ, जसले देशको आर्थिक प्रगति दर्शाउँछ।",0,economy,official_website,NP_0039756,2026-01-26T15:01:38.091064,informative,formal
"इंटरनेटमा फैलिएको अफवाह अनुसार, नेपालका सबै बैंकहरू १००% अनलाइन धोखाधडीको सामना गर्दैछन् र ग्राहकहरूलाई तात्कालिक रूपमा आफ्नो खाता बन्द गर्न सल्लाह दिइएको छ।",1,economy,blog,NP_0039757,2026-01-26T15:01:38.091068,misleading,sensational
"काठमाडौँको सार्वजनिक अस्पतालले आज नयाँ रोगी केन्द्र खोल्ने घोषणा गरेको छ, जसमा अत्याधुनिक उपकरण र विशेषज्ञ चिकित्सकहरू उपलब्ध गराइनेछ।",0,health,newspaper,NP_0039758,2026-01-26T15:01:38.091071,informative,formal
"सामाजिक सञ्जालमा प्रसारित भएको खबर अनुसार, नयाँ खोपले १००% मृत्यु दर बढाउने दाबी गरिएको छ र यसले विश्व स्वास्थ्य संगठनलाई पनि चेतावनी दिएको छ।",1,health,rumor,NP_0039759,2026-01-26T15:01:38.091075,misleading,sensational
"शहरी क्षेत्रमा बालबालिकाको शिक्षा सुधार गर्न सरकारले नयाँ कार्यक्रम सुरु गरेको छ, जसमा ५०,००० भन्दा बढी बालबालिकालाई निःशुल्क पाठ्यपुस्तक र डिजिटल कक्षा उपलब्ध गराइनेछ।",0,society,government_press_release,NP_0039760,2026-01-26T15:01:38.091079,informative,formal
"सामाजिक सञ्जालमा फैलिएको अफवाह अनुसार, सबै महिलाहरूको कानमा कान्छा हुने दाबी गरिएको छ र यो स्वास्थ्य जोखिमको रूपमा चिन्तित गरिएको छ।",1,society,social_media,NP_0039761,2026-01-26T15:01:38.091082,misleading,sensational
"नेपालमा पहिलो 5G नेटवर्क आज काठमाडौँमा सुरु भएको छ, जसले मोबाइल उपयोगकर्ताहरूलाई तीव्र इन्टरनेट गति र उत्कृष्ट कनेक्टिविटी प्रदान गर्नेछ।",0,technology,tech_news,NP_0039762,2026-01-26T15:01:38.091085,informative,formal
"इंटरनेटमा प्रसारित भएको अफवाह अनुसार, स्मार्टफोनहरूले प्रयोगकर्तालाई समय यात्रामा लैजाने क्षमता प्राप्त गरेको छ र यो नयाँ वैज्ञानिक खोज हो।",1,technology,blog,NP_0039763,2026-01-26T15:01:38.091089,misleading,sensational
"कृषि विभागले जैविक खेती कार्यक्रमको अन्तर्गत १०,००० किसानलाई जैविक खते र प्रशिक्षण उपलब्ध गराउने घोषणा गरेको छ।",0,agriculture,official_website,NP_0039764,2026-01-26T15:01:38.091092,informative,formal
"सामाजिक सञ्जालमा फैलिएको अफवाह अनुसार, कृषि क्षेत्रमा प्रयोग गरिने रासायनिक खतेले भूतको उत्पत्ति गरेको दाबी गरिएको छ।",1,agriculture,rumor,NP_0039765,2026-01-26T15:01:38.091095,misleading,sensational
"माछापुच्छ्रे राष्ट्रिय निकुञ्जमा नयाँ पर्यटन केन्द्र खोलिएको छ, जसले पर्यटकहरूलाई प्राकृतिक सौन्दर्य र सांस्कृतिक अनुभवहरू प्रदान गर्नेछ।",0,tourism,newspaper,NP_0039766,2026-01-26T15:01:38.091099,informative,formal
"इंटरनेटमा प्रसारित भएको अफवाह अनुसार, नेपालमा पातालमा अवकाश स्थल खोलिएको छ र यो विश्वको पहिलो पाताल अवकाश स्थल हो।",1,tourism,blog,NP_0039767,2026-01-26T15:01:38.091102,misleading,sensational
"विश्वविद्यालयले निःशुल्क अनलाइन पाठ्यक्रम सुरु गरेको छ, जसमा १०,००० भन्दा बढी विद्यार्थीहरूलाई विश्वविख्यात प्रोफेसरहरूबाट अध्ययन गर्ने अवसर प्राप्त हुनेछ।",0,education,university_announcement,NP_0039768,2026-01-26T15:01:38.091105,informative,formal
"सामाजिक सञ्जालमा फैलिएको अफवाह अनुसार, सबै स्कूल विद्यार्थीहरूलाई रोबोट बनाउने कार्यक्रम चलाइएको छ र यो शिक्षा प्रणालीमा ठूलो परिवर्तन ल्याउनेछ।",1,education,rumor,NP_0039769,2026-01-26T15:01:38.091109,misleading,sensational
"काठमाण्डौमा आज एक सन्दिग्ध चोरी केसको रिपोर्ट आएको छ, जसमा ५०,००० रुपैयाँको मूल्यको इलेक्ट्रोनिक उपकरण चोरी भएको दाबी गरिएको छ।",0,crime,police_report,NP_0039770,2026-01-26T15:01:38.091112,informative,formal
"इंटरनेटमा प्रसारित भएको अफवाह अनुसार, सुरक्षा बलहरूले नागरिकलाई जंगली प्राणीमा रूपान्तरण गर्ने कार्यक्रम चलाउँदैछन् र यो प्रयोगात्मक प्रोजेक्ट हो।",1,crime,blog,NP_0039771,2026-01-26T15:01:38.091116,misleading,sensational
"मध्यप्रदेशमा भूकम्पपछि राहत कार्य सुरु भएको छ, जसमा १०,००० भन्दा बढी प्रभावित व्यक्तिहरूलाई आपतकालीन सहायता उपलब्ध गराइनेछ।",0,disaster,government_press_release,NP_0039772,2026-01-26T15:01:38.091119,informative,formal
"इंटरनेटमा फैलिएको अफवाह अनुसार, नेपालमा अचानक भूकम्पले १००% मेट्रो लाइन बन्द भएको दाबी गरिएको छ र यो सार्वजनिक यातायातमा ठूलो असर पर्नेछ।",1,disaster,rumor,NP_0039773,2026-01-26T15:01:38.091122,misleading,sensational
"प्रधानमन्त्री श्यामल झा ले आजै संसदमा नयाँ संविधान संशोधनको प्रस्ताव पेश गरे। प्रस्तावमा ग्रामीण विकास, शिक्षा र स्वास्थ्य क्षेत्रमा थप प्राथमिकता दिनु पर्नेछ भन्ने उल्लेख छ।",0,politics,government_website,NP_0039774,2026-01-26T15:01:49.349051,informative,formal
"सामाजिक सञ्जालमा फैलिएको हल्ला अनुसार, प्रधानमन्त्री श्यामल झा ले गुप्त रूपमा विदेशी भुक्तानी स्वीकार्ने योजना घोषणा गरेका छन्। यो दावीको कुनै आधिकारिक पुष्टि छैन।",1,politics,social_media,NP_0039775,2026-01-26T15:01:49.349065,misleading,sensational
नेपाल बैंकले आजै ब्याज दर ४.५% बाट ४.०% मा घटाउने निर्णय गरेको छ। यो कदमले ऋण लिने लागत घटाउने अपेक्षा गरिएको छ।,0,economy,online_portal,NP_0039776,2026-01-26T15:01:49.349076,informative,formal
"आर्थिक समाचार अनुसार, नेपाल सरकारले सबै कर्जा १००% बढाउने घोषणा गरेको छ। यो दावीको कुनै आधिकारिक स्रोत छैन।",1,economy,social_media,NP_0039777,2026-01-26T15:01:49.349088,misleading,sensational
रोग नियन्त्रण केन्द्रले आजै नयाँ खोप कार्यक्रम सुरु गरेको छ। कार्यक्रममा कोरोना र इन्फ्लुएन्जा खोपहरू समावेश छन्।,0,health,government_website,NP_0039778,2026-01-26T15:01:49.349094,informative,formal
खोपले ट्यूनिसिया रोग फैलाउने हल्ला चलिरहेको छ। यो दावीको कुनै वैज्ञानिक आधार छैन।,1,health,social_media,NP_0039779,2026-01-26T15:01:49.349099,misleading,sensational
सामाजिक कार्यकर्ताले बालबालिकाको शिक्षा कार्यक्रमको घोषणा गरे। कार्यक्रममा अनलाइन कक्षाहरू र पुस्तक वितरण समावेश छन्।,0,society,online_portal,NP_0039780,2026-01-26T15:01:49.349103,informative,formal
सामाजिक कार्यकर्ताले सबै नागरिकलाई अनिवार्य रूपमा कुकुर पाल्नको आदेश दिएका छन्। यो दावीको कुनै आधिकारिक पुष्टि छैन।,1,society,social_media,NP_0039781,2026-01-26T15:01:49.349108,misleading,sensational
नेपालको पहिलो 5G नेटवर्क टोलिबाट २०२६ मा सुरु हुने घोषणा गरियो। नेटवर्कले उच्च गति इन्टरनेट सेवा उपलब्ध गराउनेछ।,0,technology,government_website,NP_0039782,2026-01-26T15:01:49.349113,informative,formal
टोलिबाटले सबै मोबाइललाई स्वचालित रूपमा रोबोटमा परिवर्तन गर्ने घोषणा गरेको छ। यो दावीको कुनै प्रमाण छैन।,1,technology,social_media,NP_0039783,2026-01-26T15:01:49.349117,misleading,sensational
कृषि विभागले नयाँ जैविक कृषि कार्यक्रमको घोषणा गर्यो। कार्यक्रमले फसल उत्पादनमा २०% वृद्धि गर्ने लक्ष्य राखेको छ।,0,agriculture,online_portal,NP_0039784,2026-01-26T15:01:49.349122,informative,formal
कृषि विभागले सबै किसानलाई पातलो बाली लगाउन आदेश दिएको हल्ला चलिरहेको छ। यो दावीको कुनै आधिकारिक पुष्टि छैन।,1,agriculture,social_media,NP_0039785,2026-01-26T15:01:49.349127,misleading,sensational
"नेपालको पर्यटन विभागले नयाँ पर्यटन स्थल, 'सुनौलो गुफा', को घोषणा गर्यो। स्थलले २००,००० पर्यटकलाई आकर्षित गर्ने अपेक्षा गरिएको छ।",0,tourism,government_website,NP_0039786,2026-01-26T15:01:49.349132,informative,formal
नेपालको पर्यटन विभागले सबै पर्यटकलाई गुप्त रूपमा नेपालबाट हटाउने योजना घोषणा गरेको हल्ला चलिरहेको छ। यो दावीको कुनै आधिकारिक स्रोत छैन।,1,tourism,social_media,NP_0039787,2026-01-26T15:01:49.349136,misleading,sensational
शिक्षा विभागले नयाँ पाठ्यक्रमको घोषणा गर्यो। पाठ्यक्रममा STEM शिक्षा र डिजिटल साक्षरता समावेश छ।,0,education,online_portal,NP_0039788,2026-01-26T15:01:49.349141,informative,formal
शिक्षा विभागले सबै विद्यार्थीलाई अनिवार्य रूपमा कुकुर पाल्नको आदेश दिएका छन्। यो दावीको कुनै आधिकारिक पुष्टि छैन।,1,education,social_media,NP_0039789,2026-01-26T15:01:49.349145,misleading,sensational
कानून प्रवर्तन विभागले नयाँ अपराध रोकथाम कार्यक्रमको घोषणा गर्यो। कार्यक्रमले साइबर अपराधमा ३०% कमी ल्याउने लक्ष्य राखेको छ।,0,crime,government_website,NP_0039790,2026-01-26T15:01:49.349150,informative,formal
कानून प्रवर्तन विभागले सबै नागरिकलाई अनिवार्य रूपमा जासूस बनाउने आदेश दिएका छन्। यो दावीको कुनै आधिकारिक स्रोत छैन।,1,crime,social_media,NP_0039791,2026-01-26T15:01:49.349155,misleading,sensational
"नेपाल सरकारले भूकम्प तयारी कार्यक्रम घोषणा गर्यो। कार्यक्रममा जनचेतना, आपतकालीन प्रतिक्रिया र पुनर्निर्माण समावेश छ।",0,disaster,government_website,NP_0039792,2026-01-26T15:01:49.349159,informative,formal
नेपाल सरकारले सबै नागरिकलाई अनिवार्य रूपमा समुद्रमा तैरने आदेश दिएका छन्। यो दावीको कुनै आधिकारिक पुष्टि छैन।,1,disaster,social_media,NP_0039793,2026-01-26T15:01:49.349164,misleading,sensational
"शीर्षक: प्रधानमन्त्रीको नयाँ नीति घोषणा: शिक्षा क्षेत्रमा २०% बजेट वृद्धि

काठमाडौं – प्रधानमन्त्री दीनेश पन्तले आजको प्रधानमन्त्रीको भाषणमा शिक्षा क्षेत्रको बजेट २०% वृद्धि गर्ने घोषणा गरे। यसले १,२०,००० भन्दा बढी विद्यार्थीहरूलाई उच्च शिक्षा प्राप्त गर्न मद्दत गर्ने अपेक्षा गरिएको छ।",0,politics,government_website,NP_0039794,2026-01-26T15:02:00.139731,informative,formal
"शीर्षक: नेपाल बैंकिङ् क्षेत्रको वार्षिक रिपोर्ट: ब्याज दरमा १.५% वृद्धिको अपेक्षा

काठमाडौं – नेपाल बैंकिङ् क्षेत्रको वार्षिक रिपोर्ट अनुसार, २०२४ मा ब्याज दर १.५% वृद्धिको सम्भावना छ। यसले लगानीकर्ताहरूलाई लाभदायक अवसरहरू प्रदान गर्नेछ।",0,economy,online_portal,NP_0039795,2026-01-26T15:02:00.139746,informative,formal
"शीर्षक: स्वास्थ्य मन्त्रालयले नयाँ दादुका खोप अभियानको घोषणा

काठमाडौं – स्वास्थ्य मन्त्रालयले दादुका विरुद्धको नयाँ खोप अभियानको घोषणा गर्‍यो। अभियान २०२४ को चौथो त्रैमासिकमा शुरू हुनेछ र १० लाख खोपहरू उपलब्ध गराउने योजना छ।",0,health,government_website,NP_0039796,2026-01-26T15:02:00.139753,informative,formal
"शीर्षक: समाजमा लैंगिक समानताको लागि नयाँ कार्यक्रम सुरु

काठमाडौं – समाजसेवा संगठन ‘समानता’ ले लैंगिक समानताको उद्देश्यले १००० महिलाहरुलाई प्रशिक्षित गर्ने कार्यक्रम सुरू गरेको छ।",0,society,news_agency,NP_0039797,2026-01-26T15:02:00.139758,informative,formal
"शीर्षक: नेपालमा पहिलो बार ५G नेटवर्कको परीक्षण सफल

काठमाडौं – टेलिकम कम्पनी ‘सिन्क’ ले पहिलो ५G नेटवर्क परीक्षण सफलतापूर्वक सम्पन्न गरेको छ।",0,technology,online_portal,NP_0039798,2026-01-26T15:02:00.139763,informative,formal
"शीर्षक: कृषि विभागले २०२४ को लागि नयाँ अनाज उत्पादन लक्ष्य घोषणा

काठमाडौं – कृषि विभागले २०२४ को लागि अनाज उत्पादन १०% वृद्धिको लक्ष्य घोषणा गर्‍यो।",0,agriculture,government_website,NP_0039799,2026-01-26T15:02:00.139768,informative,formal
"शीर्षक: पोखरामा नयाँ पर्यटन केन्द्रको उद्घाटन

काठमाडौं – पोखरामा नयाँ ‘सूर्य पर्यटन केन्द्र’ को उद्घाटन आज गर्‍यो। यो केन्द्रले पर्यटकहरूलाई आधुनिक सुविधाहरू उपलब्ध गराउनेछ।",0,tourism,news_agency,NP_0039800,2026-01-26T15:02:00.139808,informative,formal
"शीर्षक: शिक्षा मन्त्रालयले उच्च शिक्षा संस्थाहरूको मानक सुधार

काठमाडौं – शिक्षा मन्त्रालयले उच्च शिक्षा संस्थाहरूको मानक सुधार गर्ने योजना घोषणा गर्‍यो।",0,education,government_website,NP_0039801,2026-01-26T15:02:00.139827,informative,formal
"शीर्षक: काठमाडौंमा चोरीको घटना ३०% वृद्धिको रिपोर्ट

काठमाडौं – काठमाडौंमा चोरीको घटनाहरू ३०% वृद्धिको रिपोर्ट अनुसार, २०२४ मा १,२०० भन्दा बढी घटनाहरू घटेको छ।",0,crime,online_portal,NP_0039802,2026-01-26T15:02:00.139834,informative,formal
"शीर्षक: गण्डकीमा भूकम्पको चेतावनी जारी

काठमाडौं – गण्डकीमा भूकम्पको चेतावनी जारी गर्‍यो। भूकम्प विशेषज्ञहरूले ४० सेकेन्डको तयारी समय सिफारिस गरेका छन्।",0,disaster,government_website,NP_0039803,2026-01-26T15:02:00.139838,informative,formal
"शीर्षक: प्रधानमन्त्रीले संसदमा भोटिङ्ग प्रणाली बदल्ने घोषणा

काठमाडौं – प्रधानमन्त्री दीनेश पन्तले संसदमा भोटिङ्ग प्रणाली बदल्ने घोषणा गर्‍यो। यो घोषणा २०२४ को अन्तिम त्रैमासिकमा लागू हुनेछ।",1,politics,social_media,NP_0039804,2026-01-26T15:02:00.139844,misleading,sensational
"शीर्षक: नेपालमा तेलको मूल्य ५०% घट्ने अनुमान

काठमाडौं – नेपालमा तेलको मूल्य ५०% घट्ने अनुमान छ। यो अनुमानले ऊर्जा क्षेत्रलाई ठूलो असर पुर्‍याउनेछ।",1,economy,blog,NP_0039805,2026-01-26T15:02:00.139849,misleading,sensational
"शीर्षक: स्वास्थ्य विभागले दादुका खोपको १००% फिर्ता घोषणा

काठमाडौं – स्वास्थ्य विभागले दादुका खोपको १००% फिर्ता घोषणा गर्‍यो। यो घोषणा २०२४ को अन्तिम त्रैमासिकमा लागू हुनेछ।",1,health,social_media,NP_0039806,2026-01-26T15:02:00.139854,misleading,sensational
"शीर्षक: समाजमा नयाँ अपराध दर १००% वृद्धिको रिपोर्ट

काठमाडौं – समाजमा नयाँ अपराध दर १००% वृद्धिको रिपोर्ट अनुसार, २०२४ मा २,५०० भन्दा बढी घटनाहरू घटेको छ।",1,society,news_agency,NP_0039807,2026-01-26T15:02:00.139859,misleading,sensational
"शीर्षक: नेपालमा पहिलो ६G नेटवर्क परीक्षण सफल

काठमाडौं – टेलिकम कम्पनी ‘सिन्क’ ले पहिलो ६G नेटवर्क परीक्षण सफलतापूर्वक सम्पन्न गरेको छ।",1,technology,online_portal,NP_0039808,2026-01-26T15:02:00.139863,misleading,sensational
"शीर्षक: कृषि विभागले २०२४ को लागि अनाज उत्पादन ५०% वृद्धिको लक्ष्य घोषणा

काठमाडौं – कृषि विभागले २०२४ को लागि अनाज उत्पादन ५०% वृद्धिको लक्ष्य घोषणा गर्‍यो।",1,agriculture,government_website,NP_0039809,2026-01-26T15:02:00.139868,misleading,sensational
"शीर्षक: पोखरामा नयाँ पर्यटन केन्द्रको उद्घाटन र १००% लाभ घोषणा

काठमाडौं – पोखरामा नयाँ ‘सूर्य पर्यटन केन्द्र’ को उद्घाटन आज गर्‍यो। यो केन्द्रले पर्यटकहरूलाई १००% लाभ दिने वाचा गरेको छ।",1,tourism,news_agency,NP_0039810,2026-01-26T15:02:00.139873,misleading,sensational
"शीर्षक: शिक्षा विभागले उच्च शिक्षा संस्थाहरूको मानक १००% घटाउने घोषणा

काठमाडौं – शिक्षा विभागले उच्च शिक्षा संस्थाहरूको मानक १००% घटाउने घोषणा गर्‍यो।",1,education,government_website,NP_0039811,2026-01-26T15:02:00.139878,misleading,sensational
"शीर्षक: काठमाडौंमा चोरीको घटना १००% वृद्धिको रिपोर्ट

काठमाडौं – काठमाडौंमा चोरीको घटनाहरू १००% वृद्धिको रिपोर्ट अनुसार, २०२४ मा ४,००० भन्दा बढी घटनाहरू घटेको छ।",1,crime,online_portal,NP_0039812,2026-01-26T15:02:00.139883,misleading,sensational
"शीर्षक: गण्डकीमा भूकम्पको चेतावनी १००% बढ्ने अनुमान

काठमाडौं – गण्डकीमा भूकम्पको चेतावनी १००% बढ्ने अनुमान छ। भूकम्प विशेषज्ञहरूले १०० सेकेन्डको तयारी समय सिफारिस गरेका छन्।",1,disaster,government_website,NP_0039813,2026-01-26T15:02:00.139888,misleading,sensational
राजनीतिक दलहरू बीचको गठबन्धन सम्झौता: प्रधानमन्त्री श्यामलाल कोइरालाले आजै घोषणा गरे कि तिनको पार्टी र विपक्षी पार्टीबीच १० वर्षको स्थायी गठबन्धन सम्झौता भएको छ।,0,politics,official_website,NP_0039814,2026-01-26T15:02:15.302580,informative,formal
"राजनीतिक उथलपुथल: रिपोर्ट अनुसार, प्रधानमन्त्री श्यामलाल कोइरालाले आजै घोषणा गरे कि उनले आफ्ना सबै विपक्षीहरूलाई गिरफ्तार गर्ने योजना बनाएका छन्।",1,politics,social_media,NP_0039815,2026-01-26T15:02:15.302592,misleading,sensational
नेपाल बैंकले घोषणा गर्‍यो कि आगामी वर्षको पहिलो तिमाहीमा विदेशी प्रत्यक्ष लगानीमा १५% वृद्धिको अपेक्षा गरिएको छ।,0,economy,online_portal,NP_0039816,2026-01-26T15:02:15.302595,informative,formal
"आर्थिक संकट: रिपोर्ट अनुसार, नेपाल सरकारले आजै घोषणा गर्‍यो कि देशको सबै बैंकहरू बन्द हुनेछन् र सबै नागरिकहरूलाई आफ्नो सम्पत्ति निकाल्नुपर्नेछ।",1,economy,social_media,NP_0039817,2026-01-26T15:02:15.302598,misleading,sensational
स्वास्थ्य मन्त्रालयले दादुरा–रुबेला विरुद्धको राष्ट्रिय खोप अभियान २०२६ को पहिलो तिमाहीमा सुरू गर्ने घोषणा गर्‍यो।,0,health,official_website,NP_0039818,2026-01-26T15:02:15.302601,informative,formal
"खोपको झूठ: रिपोर्ट अनुसार, स्वास्थ्य मन्त्रालयले दादुरा–रुबेला खोपलाई असुरक्षित ठहर्‍यो र सबै नागरिकहरूलाई खोप नदिनु पर्ने आदेश जारी गर्‍यो।",1,health,social_media,NP_0039819,2026-01-26T15:02:15.302605,misleading,sensational
सामाजिक कार्यक्रम: काठमाडौंमा आजै एक गैर-सरकारी संस्था द्वारा 'समानता र समावेशिता' कार्यक्रमको आयोजना गरियो।,0,society,online_portal,NP_0039820,2026-01-26T15:02:15.302608,informative,formal
"सामाजिक झूठ: रिपोर्ट अनुसार, काठमाडौंमा एक गैर-सरकारी संस्था द्वारा 'समानता र समावेशिता' कार्यक्रमको आयोजना गरियो र सबै महिलाहरूलाई बलात्कार गरियो।",1,society,social_media,NP_0039821,2026-01-26T15:02:15.302611,misleading,sensational
कृषि टेक्नोलोजी: नेपाल सरकारले आजै घोषणा गर्‍यो कि नयाँ ड्रोन आधारित फसल निगरानी प्रणाली २०२६ मा लागू हुनेछ।,0,technologyagriculture,official_website,NP_0039822,2026-01-26T15:02:15.302614,informative,formal
"कृषि झूठ: रिपोर्ट अनुसार, नेपाल सरकारले आजै घोषणा गर्‍यो कि ड्रोनहरूलाई फसलमा फ्याँक्नाले फसल नष्ट हुनेछ।",1,technologyagriculture,social_media,NP_0039823,2026-01-26T15:02:15.302617,misleading,sensational
पर्यटन घोषणा: नेपाल पर्यटन बोर्डले घोषणा गर्‍यो कि २०२६ मा 'सुरक्षित यात्रा' कार्यक्रम अन्तर्गत १०० नयाँ पर्यटन स्थल खुल्नेछन्।,0,tourism,online_portal,NP_0039824,2026-01-26T15:02:15.302620,informative,formal
"पर्यटन झूठ: रिपोर्ट अनुसार, नेपाल सरकारले घोषणा गर्‍यो कि सबै विदेशी पर्यटकहरूलाई नेपालबाट प्रतिबन्धित गर्ने निर्णय गरियो।",1,tourism,social_media,NP_0039825,2026-01-26T15:02:15.302624,misleading,sensational
शिक्षा सुधार: शिक्षा मन्त्रालयले नयाँ पाठ्यक्रम सुधार कार्यक्रमको घोषणा गर्‍यो जसमा डिजिटल शिक्षा समावेश हुनेछ।,0,education,official_website,NP_0039826,2026-01-26T15:02:15.302626,informative,formal
"शिक्षा झूठ: रिपोर्ट अनुसार, शिक्षा मन्त्रालयले घोषणा गर्‍यो कि सबै प्राथमिक विद्यालयहरू बन्द हुनेछन् र सबै विद्यार्थीहरूलाई घरबाटै पढ्नुपर्नेछ।",1,education,social_media,NP_0039827,2026-01-26T15:02:15.302629,misleading,sensational
