news_context,label,category,source_type,news_id,generated_at,meta_intent,meta_style
काठमाडौँ: प्रधानमन्त्रीले घोषणा गरे कि सरकारले अनिश्चितकालका लागि सबै बैंक बन्द गर्ने निर्णय गरेको छ।,1,politics,rumor,NP_0054419,2026-01-27T14:33:42.426023,misleading,sensational
नेपालको प्रमुख बैंकले आजै घोषणा गर्‍यो कि सबै ब्याजदरहरू १० प्रतिशत घटाइनेछन्।,1,economy,social_media,NP_0054420,2026-01-27T14:33:42.426026,misleading,sensational
स्वास्थ्य विभागको एक अफिसियलले घोषणा गर्‍यो कि दादुरा–रुबेला खोप अब १० वर्षको उमेरसम्मको सबैलाई निःशुल्क उपलब्ध हुनेछ।,1,health,unverified,NP_0054421,2026-01-27T14:33:42.426028,misleading,sensational
"काठमाडौँ: समाजसेवक समूहले दावा गरे कि उनीहरूले १०,००० भन्दा बढी बालबालिकालाई निःशुल्क खाना दियो।",1,society,blog,NP_0054422,2026-01-27T14:33:42.426031,misleading,sensational
नेपाल सरकारले घोषणा गर्‍यो कि देशभरि सबै मोबाइल नेटवर्कहरू ५G मा परिवर्तन गरिनेछ।,1,technology,unverified,NP_0054423,2026-01-27T14:33:42.426033,misleading,sensational
काठमाण्डूको एक किसानले दावा गरे कि उनले २० वर्षपछि पहिलो पटक १००% उत्पादन वृद्धि गरेको छ।,1,agriculture,social_media,NP_0054424,2026-01-27T14:33:42.426036,misleading,sensational
नेपाल पर्यटन बोर्डले घोषणा गर्‍यो कि २०२६ मा सबै विदेशी पर्यटकहरूलाई निःशुल्क प्रवेश दिने निर्णय गरिएको छ।,1,tourism,rumor,NP_0054425,2026-01-27T14:33:42.426039,misleading,sensational
विश्वविद्यालयको शिक्षा विभागले घोषणा गर्‍यो कि सबै विद्यार्थीहरूलाई निःशुल्क ट्यूशन दिने निर्णय गरिएको छ।,1,education,unverified,NP_0054426,2026-01-27T14:33:42.426041,misleading,sensational
काठमाडौँ: पुलिसले आजै एक ठूलो चोरीको केसमा १० जना अपराधीलाई पक्राउ गरेको छ।,1,crime,social_media,NP_0054427,2026-01-27T14:33:42.426044,misleading,sensational
नेपाल मौसम विभागले चेतावनी जारी गर्‍यो कि भोलिदेखि काठमाण्डूमा १००% वर्षा हुने सम्भावना छ।,1,disaster,rumor,NP_0054428,2026-01-27T14:33:42.426046,misleading,sensational
नेपाल सरकारले २०२४ को संविधान संशोधनको पहिलो चरणको घोषणा गर्‍यो। प्रधानमन्त्री श्यामभान दासले संसदमा प्रस्तावित संशोधनको प्रमुख बुँदाहरू प्रस्तुत गरे।,0,politics,government_press_release,NP_0054429,2026-01-27T14:34:06.427938,informative,formal
संसदमा नयाँ पार्टी 'स्वतन्त्रता पार्टी' को स्थापना भएको घोषणा गरियो। पार्टीका अध्यक्षले भन्छन् कि यो पार्टीले १००% भ्रष्टाचार हटाउने वाचा गरेको छ।,1,politics,social_media,NP_0054430,2026-01-27T14:34:06.427947,misleading,sensational
नेपाल बैंकले २०२४ को पहिलो तिमाहीमा ब्याज दर ४.५% घटाउने निर्णय गरेको छ। यस निर्णयले कर्जदारहरूलाई राहत दिने अपेक्षा गरिएको छ।,0,economy,official_website,NP_0054431,2026-01-27T14:34:06.427950,informative,formal
"नेपाल बैंकले घोषणा गरेको छ कि २०२५ मा ब्याज दर १००% बढ्नेछ, जसले सबै कर्जदारहरूलाई दिवालिया बनाउनेछ।",1,economy,news_portal,NP_0054432,2026-01-27T14:34:06.427953,misleading,sensational
स्वास्थ्य मन्त्रालयले दादुका विरुद्धको पहिलो खोप अभियान २०२४ को मार्च महिनामा सुरु गरेको छ। अभियानमा ५० लाख खोप उपलब्ध गराइनेछ।,0,health,government_press_release,NP_0054433,2026-01-27T14:34:06.427957,informative,formal
खोप लगाउँदा मानिसको शरीरमा जादुई शक्ति उत्पन्न हुन्छ भनी स्वास्थ्य विभागले घोषणा गरेको छ।,1,health,social_media,NP_0054434,2026-01-27T14:34:06.427961,misleading,sensational
"नेपाल समाजसेवा समिति द्वारा 'समानता कार्यक्रम' को सफल आयोजना गरियो। कार्यक्रममा १०,००० जना महिलाहरूलाई रोजगारी प्रशिक्षण दिइयो।",0,society,news_portal,NP_0054435,2026-01-27T14:34:06.427965,informative,formal
सामाजिक कार्यक्रममा करोडौं रुपैयाँ चोरी भएको रिपोर्ट आएको छ। कार्यक्रमको आयोजकहरूलाई पक्राउ गरियो।,1,society,blog,NP_0054436,2026-01-27T14:34:06.427972,misleading,sensational
नेपाल सरकारले पहिलो 5G नेटवर्क २०२४ को चौथो तिमाहीमा सुरु गर्ने घोषणा गर्‍यो। नेटवर्कले १ गीगाबाइट प्रति सेकेन्ड गति समर्थन गर्नेछ।,0,technology,official_website,NP_0054437,2026-01-27T14:34:06.427975,informative,formal
5G नेटवर्कले प्रयोगकर्ताहरूलाई रासायनिक रूपान्तरण गर्ने क्षमता राख्ने घोषणा गरिएको छ।,1,technology,social_media,NP_0054438,2026-01-27T14:34:06.427978,misleading,sensational
"कृषि विभागले नयाँ सिँचाइ परियोजनाको घोषणा गर्‍यो। परियोजनाले १,००० किमीको पाइपलाइन निर्माण गर्नेछ र २०,००० किसानलाई लाभ दिनेछ।",0,agriculture,government_press_release,NP_0054439,2026-01-27T14:34:06.427981,informative,formal
"कृषि विभागले घोषणा गरेको छ कि २०२५ मा भातको उत्पादन १०००% बढ्नेछ, जसले विश्वलाई चकित पार्नेछ।",1,agriculture,news_portal,NP_0054440,2026-01-27T14:34:06.427983,misleading,sensational
"नेपाल पर्यटन बोर्डले नयाँ पर्यटन स्थल 'गण्डकी घाटी' को घोषणा गर्‍यो। स्थलमा १,००० भन्दा बढी पर्यटक आकर्षणहरू हुनेछन्।",0,tourism,official_website,NP_0054441,2026-01-27T14:34:06.427986,informative,formal
नेपाल सरकारले विदेशी नागरिकलाई २०२५ मा प्रवेश नदिने घोषणा गरेको छ।,1,tourism,social_media,NP_0054442,2026-01-27T14:34:06.427988,misleading,sensational
"शिक्षा मन्त्रालयले नयाँ पाठ्यक्रम 'डिजिटल शिक्षा' को घोषणा गर्‍यो। पाठ्यक्रमले १०,००० विद्यालयलाई डिजिटल प्लेटफर्ममा लैजानेछ।",0,education,government_press_release,NP_0054443,2026-01-27T14:34:06.427991,informative,formal
शिक्षा विभागले घोषणा गरेको छ कि २०२६ मा सबै विद्यालय बन्द हुनेछन् र सबै विद्यार्थीलाई घरबाटै पढाउने।,1,education,blog,NP_0054444,2026-01-27T14:34:06.427993,misleading,sensational
काठमाडौँ महानगरपालिकाले अपराध दर २०% घटेको रिपोर्ट प्रकाशित गरेको छ। रिपोर्टमा युवाहरूको अपराधमा कमी देखाइएको छ।,0,crime,official_website,NP_0054445,2026-01-27T14:34:06.427996,informative,formal
"काठमाडौँ महानगरपालिकाले घोषणा गरेको छ कि २०२५ मा अपराध दर ५००% बढ्नेछ, जसले शहरलाई अस्थिर बनाउनेछ।",1,crime,news_portal,NP_0054446,2026-01-27T14:34:06.427999,misleading,sensational
"नेपाल सरकारले तुफान तयारी कार्यक्रमको घोषणा गर्‍यो। कार्यक्रममा १०,००० जना बचाव कर्मचारीलाई तालिम दिइनेछ।",0,disaster,government_press_release,NP_0054447,2026-01-27T14:34:06.428002,informative,formal
नेपालमा २०२५ मा भूकम्पले १००% जनसंख्या मर्ने अनुमान गरिएको छ।,1,disaster,social_media,NP_0054448,2026-01-27T14:34:06.428004,misleading,sensational
संसदमा नयाँ संविधान संशोधनको चर्चा: प्रधानमन्त्री साहेबले संसदमा २०२४ को संविधान संशोधन प्रस्ताव पेश गरेका छन् जसमा मानव अधिकारको संरक्षण र क्षेत्रीय स्वायत्तताको विस्तार समावेश छ।,0,politics,government_press_release,NP_0054449,2026-01-27T14:34:22.664754,informative,formal
"नेपालको GDP १००% बढ्ने घोषणा: सामाजिक सञ्जालमा फैलिएको एक सनसनीपूर्ण खबरअनुसार, सरकारले भोलिदेखि अनिश्चितकालका लागि सबै निजी र सरकारी बैंक बन्द गर्ने गोप्य निर्णय गरेको छ।",1,economy,social_media,NP_0054450,2026-01-27T14:34:22.664765,misleading,sensational
स्वास्थ्य मन्त्रालयले दादुरा–रुबेला विरुद्धको राष्ट्रिय खोप अभियान सञ्चालन गर्ने घोषणा गरेको छ। ७७ वटा जिल्लामा ५० हजार स्वास्थ्यकर्मी परिचालन गरिनेछ।,0,health,online_portal,NP_0054451,2026-01-27T14:34:22.664771,informative,formal
"सामाजिक सञ्जालमा भ्रामक खबर: नेपालमा सबै नागरिकलाई निःशुल्क मोबाइल फोन वितरण हुने घोषणा गरिएको छ, तर यसको कुनै आधिकारिक पुष्टि नभएको कारण जनतामा भ्रम फैलिएको छ।",1,society,social_media,NP_0054452,2026-01-27T14:34:22.664776,misleading,sensational
नेपालमा पहिलो 5G नेटवर्क सञ्चालन: टेलिकम कम्पनीहरूले २०२५ को अन्त्यसम्ममा 5G सेवा उपलब्ध गराउने योजना घोषणा गरेका छन्।,0,technology,tech_blog,NP_0054453,2026-01-27T14:34:22.664780,informative,technical
"कृषि विभागले घोषणा: सबै धान उत्पादन १००% वृद्धि हुने नयाँ प्राविधिक उपाय लागू हुने छ, तर यो दावासँग सम्बन्धित कुनै वैज्ञानिक प्रमाण उपलब्ध छैन।",1,agriculture,social_media,NP_0054454,2026-01-27T14:34:22.664785,misleading,sensational
नेपालको पर्यटन विभागले नयाँ पर्यटन स्थल घोषणा गरेको छ: पोखरामा नयाँ जलक्रीडा केन्द्र खोलिनेछ जसले पर्यटक आकर्षण बढाउने अपेक्षा गरिएको छ।,0,tourism,online_portal,NP_0054455,2026-01-27T14:34:22.664789,informative,formal
सार्वजनिक विद्यालयहरू बन्द हुने घोषणा: शिक्षा मन्त्रालयले सूचना दिएको छ कि आगामी महिनादेखि सबै सार्वजनिक विद्यालयहरू अस्थायी रूपमा बन्द हुनेछन्।,1,education,social_media,NP_0054456,2026-01-27T14:34:22.664794,misleading,sensational
काठमाण्डौमा ठूलो चोरी घटना: काठमाण्डौको एक प्रमुख बैंकमा १० लाख रुपैयाँको चोरी भएको खबर प्रकट भएको छ।,0,crime,news_agency,NP_0054457,2026-01-27T14:34:22.664798,informative,reporting
"भूकम्प ८.० मापनको सम्भावना: सामाजिक सञ्जालमा फैलिएको भ्रामक खबरअनुसार, नेपालमा ८.० मापनको भूकम्प आउने सम्भावना छ, तर यसमा कुनै वैज्ञानिक आधार छैन।",1,disaster,social_media,NP_0054458,2026-01-27T14:34:22.664802,misleading,sensational
नेपाल बैंकले ब्याज दर घटाउने निर्णय: नेपाल बैंकले २०२४ को अन्त्यसम्ममा ब्याज दर १ प्रतिशत घटाउने घोषणा गरेको छ।,0,economy,financial_news,NP_0054459,2026-01-27T14:34:22.664806,informative,formal
"राष्ट्रपति पदमा नयाँ उम्मेदवारको घोषणा: सामाजिक सञ्जालमा भ्रामक खबर फैलिएको छ कि नयाँ उम्मेदवार राष्ट्रपतिका पदको लागि उम्मेदवारी दिएको छ, तर यो दावासँग सम्बन्धित कुनै आधिकारिक स्रोत छैन।",1,politics,social_media,NP_0054460,2026-01-27T14:34:22.664813,misleading,sensational
सामाजिक कार्यकर्ताले महिला सशक्तिकरण कार्यक्रम: एक स्थानीय कार्यकर्ताले महिला सशक्तिकरणका लागि १०० जना महिलालाई प्रशिक्षण दिने कार्यक्रम घोषणा गरेका छन्।,0,society,community_blog,NP_0054461,2026-01-27T14:34:22.664817,informative,community
स्मार्टफोनले सबै भाषा अनुवाद गर्ने घोषणा: एक टेक स्टार्टअपले घोषणा गरेको छ कि उनीहरूको नयाँ एप्लिकेशनले १०० भन्दा बढी भाषाहरूलाई वास्तविक समयमा अनुवाद गर्नेछ।,1,technology,tech_blog,NP_0054462,2026-01-27T14:34:22.664821,misleading,sensational
कृषि अनुसन्धानले नयाँ धान किसिम विकास: राष्ट्रिय कृषि अनुसन्धान केन्द्रले नयाँ धान किसिम विकास गरेको छ जसले २०% उत्पादन वृद्धि गर्ने अपेक्षा गरिएको छ।,0,agriculture,research_journal,NP_0054463,2026-01-27T14:34:22.664826,informative,scientific
नेपालको सबै पर्यटन स्थलहरू बन्द हुने घोषणा: सामाजिक सञ्जालमा भ्रामक खबर फैलिएको छ कि आगामी महिनादेखि सबै पर्यटन स्थलहरू बन्द हुनेछन्।,1,tourism,social_media,NP_0054464,2026-01-27T14:34:22.664830,misleading,sensational
शिक्षा मन्त्रालयले नयाँ पाठ्यक्रम घोषणा: २०२५ को अन्त्यसम्ममा प्राथमिक विद्यालयको पाठ्यक्रममा डिजिटल साक्षरता समावेश गरिनेछ।,0,education,government_press_release,NP_0054465,2026-01-27T14:34:22.664834,informative,formal
सुरक्षा बलले सबै अपराधीहरूलाई दण्ड दिने घोषणा: सामाजिक सञ्जालमा भ्रामक खबर फैलिएको छ कि सरकारले सबै अपराधीहरूलाई तत्काल दण्ड दिने निर्णय गरेको छ।,1,crime,social_media,NP_0054466,2026-01-27T14:34:22.664838,misleading,sensational
नेपालमा वर्षा बढी भएको कारण बाढी: काठमाण्डौको एक क्षेत्रमा वर्षा बढी भएको कारण बाढीको सम्भावना बढेको छ।,0,disaster,weather_report,NP_0054467,2026-01-27T14:34:22.664842,informative,reporting
"सार्वजनिक अस्पतालमा सबै रोगीलाई निःशुल्क उपचार: सामाजिक सञ्जालमा भ्रामक खबर फैलिएको छ कि सबै रोगीलाई निःशुल्क उपचार दिने निर्णय गरिएको छ, तर यो दावासँग सम्बन्धित कुनै आधिकारिक स्रोत छैन।",1,health,social_media,NP_0054468,2026-01-27T14:34:22.664847,misleading,sensational
प्रधानमन्त्री शशांक गुप्ताले आगामी संसद चुनावका लागि नयाँ नीति घोषणा गरेका छन्। उनले घोषणा गरे कि सबै राजनीतिक दलहरूलाई समान प्रचार समय दिइनेछ र चुनावी विज्ञापनमा पारदर्शिता सुनिश्चित गर्ने नयाँ नियम लागू गरिनेछ।,0,politics,government_press,NP_0054469,2026-01-27T14:34:39.543772,informative,formal
नेपाल बैंकले आज ब्याज दर १ प्रतिशत अंक घटाउने निर्णय गरेको छ। यस कदमले ऋण लिने लागत घटाएर आर्थिक वृद्धिमा योगदान पुर्याउने अपेक्षा गरिएको छ।,0,economy,online_portal,NP_0054470,2026-01-27T14:34:39.543781,informative,formal
स्वास्थ्य मन्त्रालयले दादु रुबेला विरुद्धको राष्ट्रिय खोप अभियानको घोषणा गरेको छ। अभियान ७७ वटा जिल्लामा लागू हुनेछ र ५० हजार स्वास्थ्यकर्मी परिचालन गरिनेछन्।,0,health,government_press,NP_0054471,2026-01-27T14:34:39.543784,informative,formal
"सामाजिक कार्यकर्ताहरूले बालबालिकाको शिक्षा सुधारको लागि एक अभियान सञ्चालन गरेका छन्। यस अभियान अन्तर्गत १०,००० विद्यालयमा शैक्षिक सामग्री र शिक्षक प्रशिक्षण उपलब्ध गराउने योजना छ।",0,society,newspaper,NP_0054472,2026-01-27T14:34:39.543788,informative,formal
नेपालको पहिलो 5G नेटवर्क टोलिबाट परीक्षण सफलतापूर्वक सम्पन्न भएको छ। यसले देशभरि उच्च गति इन्टरनेट पहुँच सुनिश्चित गर्नेछ।,0,technology,online_portal,NP_0054473,2026-01-27T14:34:39.543791,informative,formal
"कृषि मन्त्रालयले शताब्दी २०२४ मा जैविक खेती प्रोत्साहन गर्ने कार्यक्रम घोषणा गरेको छ। यस कार्यक्रम अन्तर्गत ५,००० किसानलाई जैविक खेतीमा प्रशिक्षण र अनुदान उपलब्ध गराउने योजना छ।",0,agriculture,government_press,NP_0054474,2026-01-27T14:34:39.543795,informative,formal
नेपालको पर्यटन विभागले नयाँ पर्यटक आकर्षण स्थल घोषणा गरेको छ। यो स्थल ३०० किमी दक्षिणपूर्वमा स्थित छ र यहाँको प्राकृतिक सौन्दर्यले विश्वभरि पर्यटकहरूलाई आकर्षित गर्नेछ।,0,tourism,online_portal,NP_0054475,2026-01-27T14:34:39.543798,informative,formal
विश्वविद्यालयले अनलाइन शिक्षा प्रणाली सुधार गर्ने निर्णय गरेको छ। नयाँ प्रणाली अन्तर्गत २०० भन्दा बढी पाठ्यक्रमहरू अनलाइन उपलब्ध गरिनेछन्।,0,education,newspaper,NP_0054476,2026-01-27T14:34:39.543801,informative,formal
अपराधी टोलीलाई काठमाडौंमा गरिएको चोरीको घटनामा पक्राउ गरिएको छ। पुलिसले १० जना अपराधीलाई पक्राउ गरी उनीहरूलाई अदालतमा पेश गरेको छ।,0,crime,radio,NP_0054477,2026-01-27T14:34:39.543804,informative,formal
भोलि भोरबाट सुरू हुने भारी वर्षा र भूकम्पको सम्भावना रहेको सूचना दियो नेपाल मौसम विभागले। यसले देशभरि बाढी र भूकम्पको जोखिम बढाउनेछ।,0,disaster,government_press,NP_0054478,2026-01-27T14:34:39.543807,informative,formal
राजनीतिक पार्टीको प्रमुखले घोषणा गरे कि सरकारलाई २४ घण्टा बन्द गर्ने योजना छ। यो कदमले राजनीतिक अस्थिरता बढाउने सम्भावना रहेको छ।,1,politics,social_media,NP_0054479,2026-01-27T14:34:39.543811,misleading,sensational
नेपालका सबै बैंकहरू भोलिदेखि अनिश्चितकालका लागि बन्द हुने हल्ला फैलिएको छ। यस हल्लाले जनताको विश्वासमा गम्भीर असर पारेको छ।,1,economy,blog,NP_0054480,2026-01-27T14:34:39.543814,misleading,sensational
नयाँ खोपले सबैलाई अनन्त जीवन दिने दावी गरिएको छ। यो दावी वैज्ञानिक आधारमा आधारित छैन र स्वास्थ्य अधिकारीहरूले अस्वीकृति दिएका छन्।,1,health,rumor,NP_0054481,2026-01-27T14:34:39.543817,misleading,sensational
सामाजिक मिडियामा फैलिएको झूठी खबर अनुसार सबै विद्यालयहरू बन्द हुनेछन्। यो खबरको पुष्टि कुनै आधिकारिक स्रोतले गरेको छैन।,1,society,social_media,NP_0054482,2026-01-27T14:34:39.543820,misleading,sensational
नेपालले १०० प्रतिशत इलेक्ट्रिक कार उत्पादन गर्ने घोषणा गरेको छ। यो दावीमा कुनै उत्पादन योजना वा औद्योगिक आधार छैन।,1,technology,blog,NP_0054483,2026-01-27T14:34:39.543823,misleading,sensational
कृषि क्षेत्रमा पातालको प्रयोग गरेर उत्पादन बढाउने दावी फैलिएको छ। यो दावी वैज्ञानिक रूपमा प्रमाणित छैन।,1,agriculture,rumor,NP_0054484,2026-01-27T14:34:39.543826,misleading,sensational
नेपालका सबै पर्यटन स्थलहरू भोलिदेखि बन्द हुने हल्ला चलिरहेको छ। यो हल्ला कुनै आधिकारिक स्रोतले पुष्टि गरेको छैन।,1,tourism,social_media,NP_0054485,2026-01-27T14:34:39.543829,misleading,sensational
शिक्षा मन्त्रालयले सबै विद्यालयहरू बन्द गर्ने घोषणा गरेको छ। यो घोषणा कुनै आधिकारिक स्रोतबाट आएको छैन।,1,education,blog,NP_0054486,2026-01-27T14:34:39.543831,misleading,sensational
अपराधीहरूले सबै बैंकहरूमा हल्ला गर्ने योजना बनाएका छन्। यो दावीमा कुनै प्रमाण छैन र पुलिसले अस्वीकृति दिएका छन्।,1,crime,rumor,NP_0054487,2026-01-27T14:34:39.543834,misleading,sensational
नेपालमा हाइड्रोप्लेन दुर्घटना भएको दावी फैलिएको छ। यो दावीमा कुनै आधिकारिक पुष्टि छैन।,1,disaster,social_media,NP_0054488,2026-01-27T14:34:39.543837,misleading,sensational
"शीर्षक: संसदमा नयाँ कर कानूनको पारितो भयो

काठमाडौं – २०२६ सालको १५ मार्चमा संसदमा ‘व्यक्तिगत आयकर सुधार कानून’ पारित भयो। यस कानून अन्तर्गत कर दरमा १० प्रतिशतको कटौती र करदाताहरूको दर्ता प्रक्रियामा डिजिटल प्लेटफर्मको प्रयोग अनिवार्य गरिएको छ।",0,politics,official_announcement,NP_0054489,2026-01-27T14:34:57.190169,informative,formal
"शीर्षक: सरकारको ‘गुप्त कूटनीति’ योजना उजागर

काठमाडौं – सामाजिक सञ्जालमा फैलिएको एक सनसनीखेज रिपोर्ट अनुसार, सरकारले ‘गुप्त कूटनीति’ नामक योजना अन्तर्गत विदेशी राष्ट्रसँग गुप्त सम्झौता गरेको छ। यो दाबीमा कुनै आधिकारिक पुष्टि छैन।",1,politics,social_media,NP_0054490,2026-01-27T14:34:57.190179,misleading,sensational
"शीर्षक: नेपालको २०२६ सालको GDP ४.५ प्रतिशत वृद्धिको पूर्वानुमान

काठमाडौं – राष्ट्रिय सांख्यिकी ब्यूरोले जारी गरेको रिपोर्ट अनुसार, २०२६ सालको सकल घरेलु उत्पादनमा ४.५ प्रतिशतको वृद्धिको सम्भावना छ। यो वृद्धिले देशको आर्थिक विकासमा सकारात्मक योगदान पुर्याउने अपेक्षा गरिएको छ।",0,economy,news_agency,NP_0054491,2026-01-27T14:34:57.190183,informative,formal
"शीर्षक: नेपाली मुद्रा ‘रुपैया’ अचानक अवमूल्यन

काठमाडौं – एक अनौपचारिक स्रोतको अनुसार, २०२६ सालको २० मार्चमा नेपाली मुद्रा ‘रुपैया’ को मूल्य १० प्रतिशत घट्ने सम्भावना छ। यो दाबीमा कुनै आधिकारिक आधार छैन।",1,economy,blog,NP_0054492,2026-01-27T14:34:57.190187,misleading,sensational
"शीर्षक: स्वास्थ्य मन्त्रालयले दादु-रुबेला खोप अभियान सुरु

काठमाडौं – स्वास्थ्य तथा जनसंख्या मन्त्रालयले २०२६ सालको १ मे देखि दादु र रुबेला विरुद्धको राष्ट्रिय खोप अभियान सञ्चालन गर्ने घोषणा गरेको छ।",0,health,online_portal,NP_0054493,2026-01-27T14:34:57.190191,informative,formal
"शीर्षक: ‘बिस्मिल्लाह’ नामक दवाइको अवैध बिक्री

काठमाडौं – एक अनौपचारिक रिपोर्ट अनुसार, ‘बिस्मिल्लाह’ नामक दवाइको अवैध बिक्री भइरहेको छ। यो दाबीमा कुनै प्रमाण उपलब्ध छैन।",1,health,social_media,NP_0054494,2026-01-27T14:34:57.190195,misleading,sensational
"शीर्षक: एनजीओ ‘समानता’ ले बालबालिकालाई शिक्षा कार्यक्रम सञ्चालन

काठमाडौं – एनजीओ ‘समानता’ ले २०२६ सालको १० जूनमा ५०० बालबालिकालाई शिक्षा कार्यक्रमको लागि अनुदान प्रदान गरेको छ।",0,society,news_agency,NP_0054495,2026-01-27T14:34:57.190198,informative,formal
"शीर्षक: ‘सुरेश’ नामक सेलिब्रिटीको अनैतिक व्यवहार

काठमाडौं – सामाजिक सञ्जालमा फैलिएको एक अफवाह अनुसार, ‘सुरेश’ नामक सेलिब्रिटीले अनैतिक व्यवहार गरेको दाबी गरिएको छ। यो दाबीमा कुनै प्रमाण छैन।",1,society,blog,NP_0054496,2026-01-27T14:34:57.190201,misleading,sensational
"शीर्षक: नयाँ IT पार्क ‘कम्प्युटर सिटी’ को उद्घाटन

काठमाडौं – २०२६ सालको २५ जुलाईमा ‘कम्प्युटर सिटी’ नामक नयाँ IT पार्कको उद्घाटन गरियो। यस पार्कमा १०० भन्दा बढी IT कम्पनीहरू कार्यरत हुने अपेक्षा गरिएको छ।",0,technology,online_portal,NP_0054497,2026-01-27T14:34:57.190205,informative,formal
"शीर्षक: ‘अलियन’ टेक्नोलोजीको खोजी

काठमाडौं – एक अनौपचारिक स्रोतको अनुसार, नेपालमा ‘अलियन’ टेक्नोलोजीको खोजी भइरहेको छ। यो दाबीमा कुनै आधिकारिक प्रमाण छैन।",1,technology,social_media,NP_0054498,2026-01-27T14:34:57.190208,misleading,sensational
"शीर्षक: जलवायु परिवर्तनको कारण नयाँ सिंचाइ परियोजना

काठमाडौं – २०२६ सालको १५ अक्टोबरमा ‘अमृतसर सिंचाइ परियोजना’ को घोषणा गरियो। यस परियोजनाले १००० किमी² कृषि क्षेत्रलाई सिंचाइ सुविधा उपलब्ध गराउनेछ।",0,agriculture,news_agency,NP_0054499,2026-01-27T14:34:57.190212,informative,formal
"शीर्षक: ‘जीनोम’ भित्रको खतरनाक अनुवांशिक परिवर्तन

काठमाडौं – एक अनौपचारिक रिपोर्ट अनुसार, ‘जीनोम’ नामक अनुवांशिक परिवर्तनले कृषि उत्पादनमा हानि पुर्याउने सम्भावना छ। यो दाबीमा कुनै वैज्ञानिक प्रमाण छैन।",1,agriculture,blog,NP_0054500,2026-01-27T14:34:57.190216,misleading,sensational
"शीर्षक: ‘सुर्यकान्त’ पर्यटन मार्गको उद्घाटन

काठमाडौं – २०२६ सालको १ नोभेम्बरमा ‘सुर्यकान्त’ नामक नयाँ पर्यटन मार्गको उद्घाटन गरियो। यस मार्गमा २०० भन्दा बढी पर्यटक आकर्षण स्थलहरू छन्।",0,tourism,online_portal,NP_0054501,2026-01-27T14:34:57.190219,informative,formal
"शीर्षक: ‘भूतपूर्व’ स्थलको रहस्यमय घटना

काठमाडौं – सामाजिक सञ्जालमा फैलिएको एक अफवाह अनुसार, ‘भूतपूर्व’ स्थलमा रातो प्रकाशको घटना भएको दाबी गरिएको छ। यो दाबीमा कुनै प्रमाण छैन।",1,tourism,social_media,NP_0054502,2026-01-27T14:34:57.190222,misleading,sensational
