news_context,label,category,source_type,news_id,generated_at,meta_intent,meta_style
काठमाण्डौ – नयाप्रौद्योगिकी कम्पनीले घोषणा गर्‍यो कि ५G नेटवर्कलाई १००% सुरक्षित बनाउने नयाँ एआई अल्गोरिदम तयार गरेको छ।,1,technology,tech_blog,NP_0025391,2026-01-17T21:42:20.789976,,
"काठमाडौँ – प्रधानमन्त्री दिग्विजय लक्ष्मीको सरकारले आगामी चुनावमा नयाँ संविधान संशोधनको प्रस्ताव पेश गरेको छ, जसमा नागरिकको अधिकार र सामाजिक समावेशीकरणलाई प्राथमिकता दिइएको छ।",0,politics,official_website,NP_0025392,2026-01-17T21:43:34.333315,informative,formal
"काठमाडौँ – प्रधानमन्त्री दिग्विजय लक्ष्मीको सरकारले आजै घोषणा गरेको छ कि सबै राजपत्रहरूलाई १००% डिजिटलमा परिवर्तन गर्ने योजना छ, जसले नागरिकलाई केवल मोबाइलबाटै मतदान गर्ने सुविधा दिनेछ।",1,politics,social_media,NP_0025393,2026-01-17T21:43:34.333329,misleading,sensational
"काठमाण्डौं – नपेल बैंकले २०२५ वित्तीय वर्षमा ५% को वृद्धिदरको पूर्वानुमान गरेको छ, जसले देशको अर्थतन्त्रमा सकारात्मक प्रभाव पार्ने अपेक्षा गरिएको छ।",0,economy,news_agency,NP_0025394,2026-01-17T21:43:34.333335,informative,formal
"काठमाण्डौं – नपेल बैंकले घोषणा गरेको छ कि उनीहरूले आगामी वर्षमा सबै बैंक खाता शून्य ब्याज दरमा चलाउने निर्णय गरेको छ, जसले आर्थिक संकट निम्त्याउने सम्भावना छ।",1,economy,blog,NP_0025395,2026-01-17T21:43:34.333340,misleading,sensational
"काठमाण्डौं – स्वास्थ्य मन्त्रालयले दादुरा-रुबेला खोप अभियानको अन्तर्गत १० लाख नागरिकलाई खोप दिने योजना बनाएको छ, जसले रोगको फैलाव रोकथाम गर्ने लक्ष्य राखेको छ।",0,health,official_website,NP_0025396,2026-01-17T21:43:34.333344,informative,formal
"काठमाण्डौं – स्वास्थ्य मन्त्रालयले घोषणा गरेको छ कि दादुरा-रुबेला खोपको स्थानमा एक नया खोप ""सुपर-ड्रग"" प्रयोग गर्ने निर्णय गरेको छ, जसले १००% रोगमुक्ति दिने दावी गरिएको छ।",1,health,social_media,NP_0025397,2026-01-17T21:43:34.333349,misleading,sensational
"काठमाण्डौं – समाजसेवा समिति द्वारा २०२४ मा आयोजित ""सामाजिक समावेशी कार्यक्रम"" मा ५००० भन्दा बढी युवाहरूलाई रोजगार कार्यक्रममा सामेल गरियो, जसले बेरोजगारी घटाउने लक्ष्य राखेको छ।",0,society,news_agency,NP_0025398,2026-01-17T21:43:34.333354,informative,formal
"काठमाण्डौं – समाजसेवा समिति ले घोषणा गरेको छ कि उनीहरूले ""ग्लोबल सिटिजन"" नामक कार्यक्रम अन्तर्गत विदेशी नागरिकहरुलाई निःशुल्क नेपाली भाषा सिकाउने योजना बनाएका छन्, जुन केवल २४ घण्टामा पूरा हुनेछ।",1,society,blog,NP_0025399,2026-01-17T21:43:34.333359,misleading,sensational
"काठमाण्डौं – नपेल टेक्नोलोजी ब्युरोले २०२४ मा नयाँ 5G नेटवर्कको परीक्षण सफलतापूर्वक सम्पन्न गरेको छ, जसले देशको डिजिटल संचारमा नयाँ उचाइ ल्याउनेछ।",0,technology,official_website,NP_0025400,2026-01-17T21:43:34.333367,informative,formal
"काठमाण्डौं – नपेल टेक्नोलोजी ब्युरोले घोषणा गरेको छ कि उनीहरूले २०२५ मा सबै मोबाइल फोनलाई स्वचालित रूपमा १००% स्वचालित चलाउने क्षमता दिनेछन्, जसले मानव कामकाजलाई समाप्त गर्ने सम्भावना छ।",1,technology,social_media,NP_0025401,2026-01-17T21:43:34.333372,misleading,sensational
"काठमाण्डौं – कृषि मन्त्रालयले २०२४ मा १० लाख टन धान उत्पादन गर्ने लक्ष्य राखेको छ, जसले देशको खाद्य सुरक्षा सुनिश्चित गर्नेछ।",0,agriculture,news_agency,NP_0025402,2026-01-17T21:43:34.333376,informative,formal
"शीर्षक: प्रधानमन्त्रीको नयाँ नीति घोषणा, देशभित्रको आर्थिक सुधारको घोषणा",0,politics,official_website,NP_0025403,2026-01-17T21:44:47.686010,informative,formal
"शीर्षक: संसदमा नयाँ कर कानूनको चर्चा सम्पन्न काठमाण्डौ – सरकारको प्रमुखले आज संसदमा नयाँ कर कानूनको प्रस्ताव पेश गरे। संसदमा ७८‑वटा सांसदले यो प्रस्तावलाई समर्थन गरे र ६५‑वटा विरोध गरे। सरकारको अनुसार, यो कानूनले कर राजस्वमा १० प्रतिशत वृद्धी गर्ने अपेक्षा गरिएको छ।",0,politics,official_website,NP_0025404,2026-01-17T21:46:01.376898,informative,formal,
"शीर्षक: प्रधानमन्त्रीको विदेशी मुद्रा घोटाला उजागर काठमाण्डौ – सामाजिक सञ्जालमा फैलिएको एक अफवाह अनुसार, प्रधानमन्त्रीले विदेशी मुद्रा १० करोड डलरको अनियमित लेनदेन गरेको आरोप लगाइएको छ। यस अफवाहलाई सरकारले अस्वीकृत गरेको छ।",1,politics,social_media,NP_0025405,2026-01-17T21:46:01.376910,misleading,sensational,
"शीर्षक: नपालेको जीडीपी २.१ प्रतिशत वृद्धी काठमाण्डौ – राष्ट्रिय सांख्यिकी ब्युरोको रिपोर्ट अनुसार, २०२५ को चौथो त्रैमासिकमा नपालेको जीडीपी २.१ प्रतिशत वृद्धी भएको छ। यो वृद्धिले नपालेको अर्थतन्त्रलाई स्थिरता ल्याएको छ।",0,economy,online_portal,NP_0025406,2026-01-17T21:46:01.376917,informative,formal,
शीर्षक: विदेशी एलियन आक्रमणले अर्थतन्त्रलाई नष्ट काठमाण्डौ – एक अनौपचारिक स्रोतले जनाउँदैछ कि एलियन प्रजातिले नपालेको अर्थतन्त्रमा आक्रमण गरेर १०० प्रतिशत क्षति पुर्याएको छ।,1,economy,rumor,NP_0025407,2026-01-17T21:46:01.376921,misleading,sensational,
"शीर्षक: नपालेको स्वास्थ्य मन्त्रालयले १००० अस्पतालमा कोविड‑१९ खोप अभियान चलायो काठमाण्डौ – स्वास्थ्य मन्त्रालयको घोषणा अनुसार, १००० अस्पतालमा कोविड‑१९ खोप अभियान सफलतापूर्वक सम्पन्न भयो।",0,health,health_ministry,NP_0025408,2026-01-17T21:46:01.376925,informative,formal,
"शीर्षक: नयाँ रोग 'रोबोटिक फ्यूल' ले मानिसलाई रोबोटमा परिवर्तन काठमाण्डौ – एक अनौपचारिक रिपोर्ट अनुसार, 'रोबोटिक फ्यूल' नामक नयाँ रोगले मानिसलाई रोबोटमा परिवर्तन गर्ने क्षमता राख्छ।",1,health,gossip,NP_0025409,2026-01-17T21:46:01.376930,misleading,sensational,
शीर्षक: महिलासभा कार्यक्रमले ५०० महिलालाई सशक्त बनायो काठमाण्डौ – स्थानीय समाजसेवकहरूले आयोजना गरेको महिलासभा कार्यक्रममा ५०० महिलालाई आर्थिक र सामाजिक सशक्तिकरणका कार्यक्रमहरूमा भाग लिने मौका दियो।,0,society,local_newspaper,NP_0025410,2026-01-17T21:46:01.376934,informative,formal,
"शीर्षक: गुप्त समाजले मौसम नियन्त्रण गर्ने दावी काठमाण्डौ – एक गुप्त समाजले मौसम नियन्त्रण गर्ने दावी गर्दै, मौसममा अचानक परिवर्तन ल्याउने क्षमता राख्छ भनी दाबी गरेको छ।",1,society,conspiracy_blog,NP_0025411,2026-01-17T21:46:01.376937,misleading,sensational,
शीर्षक: नपालेको टेलिकमले ५जी नेटवर्क २०० शहरमा सुरु काठमाण्डौ – टेलिकम कम्पनीले २०० शहरमा ५जी नेटवर्क सुरु गरेको घोषणा गर्‍यो।,0,technology,tech_news,NP_0025412,2026-01-17T21:46:01.376941,,,['intent']
"काठमाण्डौ – सरकारले आगामी २०२६ को सामान्य निर्वाचनको तयारी गर्दै, निर्वाचन आयोगलाई नयाँ नियमहरू लागू गर्ने आदेश दिएको छ।",0,politics,official_press,NP_0025413,2026-01-17T21:47:15.197065,informative,formal
"काठमाण्डौ – प्रधानमन्त्रीले घोषणा गरे कि सरकारले सबै राजनीतिक दलहरूलाई विलय गरेर एक मात्र पार्टी बनाउने योजना ल्याइरहेको छ, जसले राजनीतिक परिदृश्यमा ठूलो परिवर्तन ल्याउने अपेक्षा गरिएको छ।",1,politics,social_media,NP_0025414,2026-01-17T21:47:15.197089,misleading,sensational
"बैंकिङ् क्षेत्रले २०२५ को चौथो तिमाहीमा ८% वृद्धी हासिल गरेको छ, जसले देशको आर्थिक वृद्धिमा सकारात्मक योगदान पुर्‍याएको छ।",0,economy,online_portal,NP_0025415,2026-01-17T21:47:15.197094,informative,formal
"बैंकिङ् क्षेत्रले घोषणा गर्‍यो कि सबै ऋणहरू १००% ब्याजमा बढ्नेछन्, जसले नागरिकहरूलाई आर्थिक संकटमा पार्ने सम्भावना छ।",1,economy,blog,NP_0025416,2026-01-17T21:47:15.197097,misleading,sensational
"स्वास्थ्य मन्त्रालयले नयाँ टीकाकरण कार्यक्रम सुरु गर्‍यो, जसमा दादु-रुबेला र इन्फ्लुएन्जा खोपहरू सबै आयु वर्गका नागरिकहरूलाई उपलब्ध गराइनेछ।",0,health,news_agency,NP_0025417,2026-01-17T21:47:15.197101,informative,formal
"स्वास्थ्य मन्त्रालयले घोषणा गर्‍यो कि सबै नागरिकहरूले २०२६ मा १००% टीकाकरण अनिवार्य हुनेछ, अन्यथा स्वास्थ्य सेवा प्राप्त गर्न सकिने छैन।",1,health,rumor,NP_0025418,2026-01-17T21:47:15.197105,misleading,sensational
"सामाजिक कार्यकर्ता समूहले गरिबी निवारण कार्यक्रम चलाउँदै, १०,००० भन्दा बढी परिवारलाई खाद्य सहायता र शिक्षा कार्यक्रम उपलब्ध गराएको छ।",0,society,official_press,NP_0025419,2026-01-17T21:47:15.197109,informative,formal
"सामाजिक कार्यकर्ता समूहले घोषणा गर्‍यो कि सबै नागरिकहरूले १० लाख रुपैयाँ दान गर्नुपर्नेछ, अन्यथा सामाजिक सेवाहरूबाट वञ्चित हुनेछन्।",1,society,social_media,NP_0025420,2026-01-17T21:47:15.197113,misleading,sensational
"नेपालको पहिलो 5G नेटवर्क २०२५ मा सफलतापूर्वक लागू भयो, जसले ग्रामीण क्षेत्रहरूमा उच्च गति इन्टरनेट सुविधा उपलब्ध गराएको छ।",0,technology,online_portal,NP_0025421,2026-01-17T21:47:15.197116,informative,formal
"नेपाल सरकारले घोषणा गर्‍यो कि सबै मोबाइल फोनहरू २०२७ मा १००% स्वचालित हुनेछन्, जसले प्रयोगकर्ताहरूलाई पूर्ण रूपमा स्वचालित अनुभव दिनेछ।",1,technology,blog,NP_0025422,2026-01-17T21:47:15.197122,misleading,sensational
"कृषि विभागले नयाँ फसल संरक्षण कार्यक्रम जारी गर्‍यो, जसमा कीट नियन्त्रण र रोग प्रतिरोधी बिउहरूलाई प्राथमिकता दिइएको छ।",0,agriculture,news_agency,NP_0025423,2026-01-17T21:47:15.197125,informative,formal
"कृषि विभागले घोषणा गर्‍यो कि सबै किसानहरूले २०२६ मा ५०% फसल नष्ट गर्नुपर्नेछ, अन्यथा सरकारी सहायता प्राप्त गर्न सकिने छैन।",1,agriculture,rumor,NP_0025424,2026-01-17T21:47:15.197129,misleading,sensational
शिर्षक: संसदमा नयाँ संविधान संशोधन प्रस्ताव पारित। काठमाण्डौ – संसदमा आज ८०% बहुमतको साथ नयाँ संविधान संशोधन प्रस्ताव पारित भयो। यस प्रस्तावले नागरिक अधिकारहरूलाई थप सुदृढ गर्ने वचन दिएको छ।,0,politics,online_portal,NP_0025425,2026-01-17T21:48:28.740622,informative,formal
शिर्षक: राजनेता गुप्त रूपमा विदेशी सरकारसँग सम्झौता। काठमाण्डौ – एक प्रमुख राजनेता गुप्त रूपमा विदेशी सरकारसँग आर्थिक सहयोगको सम्झौता गरेको खबर फैलिएको छ। यो खबर अझै प्रमाणित भएको छैन।,1,politics,social_media,NP_0025426,2026-01-17T21:48:28.740634,misleading,sensational
"शिर्षक: नेपाल बैंकले ब्याज दर १% घटायो। काठमाण्डौ – नेपाल बैंकले ब्याज दर १% घटाएर ४.५% मा ल्याएको छ, जसले ऋण लागत घटाउने अपेक्षा गरिएको छ।",0,economy,government_website,NP_0025427,2026-01-17T21:48:28.740639,informative,formal
शिर्षक: सरकारले सबै नागरिकलाई १० लाख रुपैयाँ अनुदान दिने घोषणा। काठमाण्डौ – सरकारले घोषणा गरेको छ कि सबै नागरिकलाई १० लाख रुपैयाँ अनुदान दिइनेछ। यो खबर अझै आधिकारिक पुष्टि भएको छैन।,1,economy,unverified_source,NP_0025428,2026-01-17T21:48:28.740644,misleading,sensational
"शिर्षक: सार्वजनिक अस्पतालमा नयाँ एंटीबायोटिक उपचार सुरु। काठमाण्डौ – सार्वजनिक अस्पतालमा नयाँ एंटीबायोटिक उपचार सुरु गरिएको छ, जसले रोगीहरूको उपचार समय घटाउने अपेक्षा गरिएको छ।",0,health,online_portal,NP_0025429,2026-01-17T21:48:28.740648,informative,formal
शिर्षक: सिरमुक्त खोपले १००% रोगमुक्ति वादा। काठमाण्डौ – एक सिरमुक्त खोपले १००% रोगमुक्ति वादा गरेको खबर फैलिएको छ। यो खोपको प्रभावकारिता अझै परीक्षणमा छ।,1,health,social_media,NP_0025430,2026-01-17T21:48:28.740652,misleading,sensational
"शिर्षक: सामाजिक कार्यकर्ताले शहरी क्षेत्रमा कचरा व्यवस्थापन कार्यक्रम सुरु। काठमाण्डौ – एक सामाजिक कार्यकर्ताले शहरी क्षेत्रमा कचरा व्यवस्थापन कार्यक्रम सुरु गरेको छ, जसले स्वच्छता सुधार गर्ने अपेक्षा गरिएको छ।",0,society,online_portal,NP_0025431,2026-01-17T21:48:28.740657,informative,formal
शिर्षक: सरकारले सबै नागरिकलाई जंगली फल फेला पार्ने कार्यक्रम घोषणा। काठमाण्डौ – सरकारले घोषणा गरेको छ कि सबै नागरिकलाई जंगली फल फेला पार्ने कार्यक्रम चलाउनेछ। यो खबर अझै प्रमाणित भएको छैन।,1,society,unverified_source,NP_0025432,2026-01-17T21:48:28.740662,misleading,sensational
"शिर्षक: नेपालको पहिलो 5G नेटवर्क टोलिबोनले सुरु। काठमाण्डौ – टोलिबोनले नेपालमा पहिलो 5G नेटवर्क सुरु गरेको छ, जसले उच्च गति इन्टरनेट सेवा उपलब्ध गराउनेछ।",0,technology,online_portal,NP_0025433,2026-01-17T21:48:28.740666,inform,
"काठमाण्डौ – सरकारले आगामी संसद चुनावको तयारीमा नयाँ नीति घोषणा गर्‍यो, जसमा मतदाता पहिचान प्रणालीलाई डिजिटल बनाउने र मतदान केन्द्रमा सुरक्षा व्यवस्था सुधार गर्ने वाचा गरियो।",0,politics,online_portal,NP_0025434,2026-01-17T21:49:31.411504,informative,formal
"राष्ट्रिय बैंकले भोलिदेखि सबै बैंकलाई बन्द गर्ने घोषणा गर्‍यो, जसमा अनलाइन बैंकिङ्ग सेवा पनि समावेश हुने दाबी गरिएको छ।",1,economy,social_media,NP_0025435,2026-01-17T21:49:31.411515,misleading,sensational
"स्वास्थ्य मन्त्रालयले नवीनतम COVID‑19 खोप अभियान शुरू गर्‍यो, जसमा सबै १८ वर्ष माथिका नागरिकहरूलाई निःशुल्क खोप उपलब्ध गराउने वाचा गरियो।",0,health,online_portal,NP_0025436,2026-01-17T21:49:31.411520,informative,formal
सामाजिक सञ्जालमा फैलिएको झूठो खबर अनुसार सबै नेपालीहरूले १०० % स्वच्छता अपनाउनुपर्ने घोषणा गरिएको छ।,1,society,social_media,NP_0025437,2026-01-17T21:49:31.411524,misleading,sensational
"नेपालको पहिलो 5G नेटवर्क सफलतापूर्वक परीक्षण गरियो, जसले ग्रामीण क्षेत्रहरूमा उच्च गति इन्टरनेट उपलब्ध गराउने वादा गर्यो।",0,technology,TV,NP_0025438,2026-01-17T21:49:31.411528,informative,formal
"भविष्यमा २०२७ मा नेपालमा भूकम्प आउने भाकि, जसमा सबैलाई तयारी गर्न सल्लाह दिइएको छ।",1,disaster,social_media,NP_0025439,2026-01-17T21:49:31.411531,misleading,sensational
"कृषि मन्त्रालयले नयाँ फसल बीज वितरण कार्यक्रम शुरू गर्‍यो, जसमा १०,००० कुटुंबलाई जैविक बीज निःशुल्क उपलब्ध गराउने वादा गरियो।",0,agriculture,online_portal,NP_0025440,2026-01-17T21:49:31.411536,informative,formal
"नेपाल सरकारले विदेशी पर्यटकहरूलाई २०२४ मा प्रवेश निषेध गर्ने योजना बनाएको छ, जसमा सबै विदेशी नागरिकहरूलाई प्रतिबन्धित गरिएको छ।",1,tourism,social_media,NP_0025441,2026-01-17T21:49:31.411540,misleading,sensational
"शिक्षा मन्त्रालयले अनलाइन शिक्षण प्लेटफर्मको विकास घोषणा गर्‍यो, जसमा सबै प्राथमिक विद्यालयलाई डिजिटल कक्षा उपलब्ध गराउने वादा गरियो।",0,education,online_portal,NP_0025442,2026-01-17T21:49:31.411543,informative,formal
"सामाजिक सञ्जालमा अफवाह फैलियो कि सबै अपराधीहरूलाई १० वर्षको कारावास हुने, जसमा कुनै आधिकारिक पुष्टि छैन।",1,crime,social_media,NP_0025443,2026-01-17T21:49:31.411546,misleading,sensational
"प्रधानमन्त्रीले राष्ट्रिय सुरक्षा सम्मेलनमा भाग लिएका, जहाँ उनले आतंकवाद विरोधी कदमहरू र सीमा सुरक्षा सुधारको योजना प्रस्तुत गरे।",0,politics,radio,NP_0025444,2026-01-17T21:49:31.411784,informative,formal
"नेपालको GDP २०२५ मा ५० % घट्ने अनुमान, जसमा सबै आर्थिक संस्थाहरूले यो दावीलाई अस्वीकृत गरिरहेका छन्।",1,economy,social_media,NP_0025445,2026-01-17T21:49:31.411798,misleading,sensational
"स्वास्थ्य विभागले दमा रोगीहरूका लागि नयाँ उपचार कार्यक्रम शुरू गर्‍यो, जसमा निःशुल्क दवा र चिकित्सकीय परामर्श उपलब्ध गराउने वादा गरियो।",0,health,online_portal,NP_0025446,2026-01-17T21:49:31.411804,informative,formal
"सामाजिक सञ्जालमा झूठो खबर: सबै नेपालीहरूले १ घण्टा दैनिक योगा गर्नुपर्छ, जसमा कुनै वैज्ञानिक आधार छैन।",1,society,social_media,NP_0025447,2026-01-17T21:49:31.411809,misleading,sensational
"नेपालमा पहिलो बार ब्लकचेन आधारित भुक्तानी प्रणाली लागू गरियो, जसले वित्तीय पारदर्शिता र सुरक्षा सुधार गर्ने वादा गर्यो।",0,technology,TV,NP_0025448,2026-01-17T21:49:31.411813,informative,formal
"भविष्यमा नेपालमा बाढीको जोखिम १०० % हुने भाकि, जसमा सबैलाई तयारी गर्न सल्लाह दिइएको छ।",1,disaster,social_media,NP_0025449,2026-01-17T21:49:31.411817,misleading,sensational
"कृषि विभागले जैविक खेतीको प्रोत्साहन कार्यक्रम घोषणा गर्‍यो, जसमा ५,००० कुटुंबलाई निःशुल्क जैविक बीज र प्रशिक्षण उपलब्ध गराउने वादा गरियो।",0,agriculture,online_portal,NP_0025450,2026-01-17T21:49:31.411822,informative,formal
"नेपाल सरकारले सबै विदेशी पर्यटकहरूलाई २०२५ मा प्रवेश निषेध गर्ने योजना बनाएको छ, जसमा सबै विदेशी नागरिकहरूलाई प्रतिबन्धित गरिएको छ।",1,tourism,social_media,NP_0025451,2026-01-17T21:49:31.411826,misleading,sensational
"शिक्षा मन्त्रालयले प्राथमिक विद्यालयमा डिजिटल कक्षा शुरू गर्‍यो, जसमा सबै कक्षाहरूलाई ट्याब्लेट र इन्टरनेट उपलब्ध गराउने वादा गरियो।",0,education,online_portal,NP_0025452,2026-01-17T21:49:31.411829,informative,formal
"सामाजिक सञ्जालमा अफवाह फैलियो कि सबै अपराधीहरूलाई ५ वर्षको कारावास हुने, जसमा कुनै आधिकारिक पुष्टि छैन।",1,crime,social_media,NP_0025453,2026-01-17T21:49:31.411833,misleading,sensational
काठमाण्डौ – सरकारले आगामी २०२६ वर्षको संविधान संशोधनको लागि सार्वजनिक परामर्शको घोषणा गरेको छ।,0,politics,official_website,NP_0025454,2026-01-17T21:50:45.033958,informative,formal
काठमाण्डौ – राजदूतले घोषणा गरे कि सरकारले २०२४ मा सबै राजनीतिक दलहरूलाई बन्द गर्ने योजना बनाएको छ।,1,politics,social_media,NP_0025455,2026-01-17T21:50:45.033974,sensational,sensational
"नवीनतम आर्थिक रिपोर्ट अनुसार, नेपालको जीडीपी ४.२% वद्धि भएको छ, जसले २०२३ को तुलनामा ०.५% बढी वृद्धि जनाउँछ।",0,economy,news_agency,NP_0025456,2026-01-17T21:50:45.033979,informative,formal
